Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
Nov 2024,PAK,241490000,SINDH,Naushahro Feroze,current,2024-11-01,2025-03-31,4,0,0
Nov 2024,PAK,241490000,SINDH,Naushahro Feroze,current,2024-11-01,2025-03-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Naushahro Feroze,first projection,2025-04-01,2025-07-31,all,1276116,1.0
Nov 2024,PAK,241490000,SINDH,Naushahro Feroze,first projection,2025-04-01,2025-07-31,3+,191417,0.15
Nov 2024,PAK,241490000,SINDH,Naushahro Feroze,first projection,2025-04-01,2025-07-31,1,638058,0.5
Nov 2024,PAK,241490000,SINDH,Naushahro Feroze,first projection,2025-04-01,2025-07-31,2,446641,0.35
Nov 2024,PAK,241490000,SINDH,Naushahro Feroze,first projection,2025-04-01,2025-07-31,3,191417,0.15
Nov 2024,PAK,241490000,SINDH,Naushahro Feroze,first projection,2025-04-01,2025-07-31,4,0,0
Nov 2024,PAK,241490000,SINDH,Naushahro Feroze,first projection,2025-04-01,2025-07-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Mirpur Khas,current,2024-11-01,2025-03-31,all,1210265,1.0
Nov 2024,PAK,241490000,SINDH,Mirpur Khas,current,2024-11-01,2025-03-31,3+,242053,0.2
Nov 2024,PAK,241490000,SINDH,Mirpur Khas,current,2024-11-01,2025-03-31,1,484106,0.4
Nov 2024,PAK,241490000,SINDH,Mirpur Khas,current,2024-11-01,2025-03-31,2,484106,0.4
Nov 2024,PAK,241490000,SINDH,Mirpur Khas,current,2024-11-01,2025-03-31,3,181540,0.15
Nov 2024,PAK,241490000,SINDH,Mirpur Khas,current,2024-11-01,2025-03-31,4,60513,0.05
Nov 2024,PAK,241490000,SINDH,Mirpur Khas,current,2024-11-01,2025-03-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Mirpur Khas,first projection,2025-04-01,2025-07-31,all,1210265,1.0
Nov 2024,PAK,241490000,SINDH,Mirpur Khas,first projection,2025-04-01,2025-07-31,3+,242053,0.2
Nov 2024,PAK,241490000,SINDH,Mirpur Khas,first projection,2025-04-01,2025-07-31,1,484106,0.4
Nov 2024,PAK,241490000,SINDH,Mirpur Khas,first projection,2025-04-01,2025-07-31,2,484106,0.4
Nov 2024,PAK,241490000,SINDH,Mirpur Khas,first projection,2025-04-01,2025-07-31,3,242053,0.2
Nov 2024,PAK,241490000,SINDH,Mirpur Khas,first projection,2025-04-01,2025-07-31,4,0,0
Nov 2024,PAK,241490000,SINDH,Mirpur Khas,first projection,2025-04-01,2025-07-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Jacobabad,current,2024-11-01,2025-03-31,all,830627,1.0
Nov 2024,PAK,241490000,SINDH,Jacobabad,current,2024-11-01,2025-03-31,3+,166125,0.2
Nov 2024,PAK,241490000,SINDH,Jacobabad,current,2024-11-01,2025-03-31,1,373782,0.45
Nov 2024,PAK,241490000,SINDH,Jacobabad,current,2024-11-01,2025-03-31,2,290719,0.35
Nov 2024,PAK,241490000,SINDH,Jacobabad,current,2024-11-01,2025-03-31,3,166125,0.2
Nov 2024,PAK,241490000,SINDH,Jacobabad,current,2024-11-01,2025-03-31,4,0,0
Nov 2024,PAK,241490000,SINDH,Jacobabad,current,2024-11-01,2025-03-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Jacobabad,first projection,2025-04-01,2025-07-31,all,830627,1.0
Nov 2024,PAK,241490000,SINDH,Jacobabad,first projection,2025-04-01,2025-07-31,3+,166125,0.2
Nov 2024,PAK,241490000,SINDH,Jacobabad,first projection,2025-04-01,2025-07-31,1,332251,0.4
Nov 2024,PAK,241490000,SINDH,Jacobabad,first projection,2025-04-01,2025-07-31,2,332251,0.4
Nov 2024,PAK,241490000,SINDH,Jacobabad,first projection,2025-04-01,2025-07-31,3,166125,0.2
Nov 2024,PAK,241490000,SINDH,Jacobabad,first projection,2025-04-01,2025-07-31,4,0,0
Nov 2024,PAK,241490000,SINDH,Jacobabad,first projection,2025-04-01,2025-07-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Sujawal,current,2024-11-01,2025-03-31,all,760368,1.0
Nov 2024,PAK,241490000,SINDH,Sujawal,current,2024-11-01,2025-03-31,3+,190092,0.25
Nov 2024,PAK,241490000,SINDH,Sujawal,current,2024-11-01,2025-03-31,1,342166,0.45
Nov 2024,PAK,241490000,SINDH,Sujawal,current,2024-11-01,2025-03-31,2,228110,0.3
Nov 2024,PAK,241490000,SINDH,Sujawal,current,2024-11-01,2025-03-31,3,152074,0.2
Nov 2024,PAK,241490000,SINDH,Sujawal,current,2024-11-01,2025-03-31,4,38018,0.05
Nov 2024,PAK,241490000,SINDH,Sujawal,current,2024-11-01,2025-03-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Sujawal,first projection,2025-04-01,2025-07-31,all,760368,1.0
Nov 2024,PAK,241490000,SINDH,Sujawal,first projection,2025-04-01,2025-07-31,3+,152073,0.2
Nov 2024,PAK,241490000,SINDH,Sujawal,first projection,2025-04-01,2025-07-31,1,342166,0.45
Nov 2024,PAK,241490000,SINDH,Sujawal,first projection,2025-04-01,2025-07-31,2,266129,0.35
Nov 2024,PAK,241490000,SINDH,Sujawal,first projection,2025-04-01,2025-07-31,3,114055,0.15
Nov 2024,PAK,241490000,SINDH,Sujawal,first projection,2025-04-01,2025-07-31,4,38018,0.05
Nov 2024,PAK,241490000,SINDH,Sujawal,first projection,2025-04-01,2025-07-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Ghotki,current,2024-11-01,2025-03-31,all,1411603,1.0
Nov 2024,PAK,241490000,SINDH,Ghotki,current,2024-11-01,2025-03-31,3+,282321,0.2
Nov 2024,PAK,241490000,SINDH,Ghotki,current,2024-11-01,2025-03-31,1,705802,0.5
Nov 2024,PAK,241490000,SINDH,Ghotki,current,2024-11-01,2025-03-31,2,423481,0.3
Nov 2024,PAK,241490000,SINDH,Ghotki,current,2024-11-01,2025-03-31,3,282321,0.2
Nov 2024,PAK,241490000,SINDH,Ghotki,current,2024-11-01,2025-03-31,4,0,0
Nov 2024,PAK,241490000,SINDH,Ghotki,current,2024-11-01,2025-03-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Ghotki,first projection,2025-04-01,2025-07-31,all,1411603,1.0
Nov 2024,PAK,241490000,SINDH,Ghotki,first projection,2025-04-01,2025-07-31,3+,211740,0.15
Nov 2024,PAK,241490000,SINDH,Ghotki,first projection,2025-04-01,2025-07-31,1,776382,0.55
Nov 2024,PAK,241490000,SINDH,Ghotki,first projection,2025-04-01,2025-07-31,2,423481,0.3
Nov 2024,PAK,241490000,SINDH,Ghotki,first projection,2025-04-01,2025-07-31,3,211740,0.15
Nov 2024,PAK,241490000,SINDH,Ghotki,first projection,2025-04-01,2025-07-31,4,0,0
Nov 2024,PAK,241490000,SINDH,Ghotki,first projection,2025-04-01,2025-07-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Shikarpur,current,2024-11-01,2025-03-31,all,1092560,1.0
Nov 2024,PAK,241490000,SINDH,Shikarpur,current,2024-11-01,2025-03-31,3+,218512,0.2
Nov 2024,PAK,241490000,SINDH,Shikarpur,current,2024-11-01,2025-03-31,1,600908,0.55
Nov 2024,PAK,241490000,SINDH,Shikarpur,current,2024-11-01,2025-03-31,2,273140,0.25
Nov 2024,PAK,241490000,SINDH,Shikarpur,current,2024-11-01,2025-03-31,3,218512,0.2
Nov 2024,PAK,241490000,SINDH,Shikarpur,current,2024-11-01,2025-03-31,4,0,0
Nov 2024,PAK,241490000,SINDH,Shikarpur,current,2024-11-01,2025-03-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Shikarpur,first projection,2025-04-01,2025-07-31,all,1092560,1.0
Nov 2024,PAK,241490000,SINDH,Shikarpur,first projection,2025-04-01,2025-07-31,3+,163884,0.15
Nov 2024,PAK,241490000,SINDH,Shikarpur,first projection,2025-04-01,2025-07-31,1,600908,0.55
Nov 2024,PAK,241490000,SINDH,Shikarpur,first projection,2025-04-01,2025-07-31,2,327768,0.3
Nov 2024,PAK,241490000,SINDH,Shikarpur,first projection,2025-04-01,2025-07-31,3,163884,0.15
Nov 2024,PAK,241490000,SINDH,Shikarpur,first projection,2025-04-01,2025-07-31,4,0,0
Nov 2024,PAK,241490000,SINDH,Shikarpur,first projection,2025-04-01,2025-07-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Badin,current,2024-11-01,2025-03-31,all,1535045,1.0
Nov 2024,PAK,241490000,SINDH,Badin,current,2024-11-01,2025-03-31,3+,383761,0.25
Nov 2024,PAK,241490000,SINDH,Badin,current,2024-11-01,2025-03-31,1,614018,0.4
Nov 2024,PAK,241490000,SINDH,Badin,current,2024-11-01,2025-03-31,2,537266,0.35
Nov 2024,PAK,241490000,SINDH,Badin,current,2024-11-01,2025-03-31,3,307009,0.2
Nov 2024,PAK,241490000,SINDH,Badin,current,2024-11-01,2025-03-31,4,76752,0.05
Nov 2024,PAK,241490000,SINDH,Badin,current,2024-11-01,2025-03-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Badin,first projection,2025-04-01,2025-07-31,all,1535045,1.0
Nov 2024,PAK,241490000,SINDH,Badin,first projection,2025-04-01,2025-07-31,3+,307009,0.2
Nov 2024,PAK,241490000,SINDH,Badin,first projection,2025-04-01,2025-07-31,1,614018,0.4
Nov 2024,PAK,241490000,SINDH,Badin,first projection,2025-04-01,2025-07-31,2,614018,0.4
Nov 2024,PAK,241490000,SINDH,Badin,first projection,2025-04-01,2025-07-31,3,230257,0.15
Nov 2024,PAK,241490000,SINDH,Badin,first projection,2025-04-01,2025-07-31,4,76752,0.05
Nov 2024,PAK,241490000,SINDH,Badin,first projection,2025-04-01,2025-07-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Dadu,current,2024-11-01,2025-03-31,all,1327503,1.0
Nov 2024,PAK,241490000,SINDH,Dadu,current,2024-11-01,2025-03-31,3+,265501,0.2
Nov 2024,PAK,241490000,SINDH,Dadu,current,2024-11-01,2025-03-31,1,597376,0.45
Nov 2024,PAK,241490000,SINDH,Dadu,current,2024-11-01,2025-03-31,2,464626,0.35
Nov 2024,PAK,241490000,SINDH,Dadu,current,2024-11-01,2025-03-31,3,265501,0.2
Nov 2024,PAK,241490000,SINDH,Dadu,current,2024-11-01,2025-03-31,4,0,0
Nov 2024,PAK,241490000,SINDH,Dadu,current,2024-11-01,2025-03-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Dadu,first projection,2025-04-01,2025-07-31,all,1327503,1.0
Nov 2024,PAK,241490000,SINDH,Dadu,first projection,2025-04-01,2025-07-31,3+,199125,0.15
Nov 2024,PAK,241490000,SINDH,Dadu,first projection,2025-04-01,2025-07-31,1,663752,0.5
Nov 2024,PAK,241490000,SINDH,Dadu,first projection,2025-04-01,2025-07-31,2,464626,0.35
Nov 2024,PAK,241490000,SINDH,Dadu,first projection,2025-04-01,2025-07-31,3,199125,0.15
Nov 2024,PAK,241490000,SINDH,Dadu,first projection,2025-04-01,2025-07-31,4,0,0
Nov 2024,PAK,241490000,SINDH,Dadu,first projection,2025-04-01,2025-07-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Jamshoro,current,2024-11-01,2025-03-31,all,601475,1.0
Nov 2024,PAK,241490000,SINDH,Jamshoro,current,2024-11-01,2025-03-31,3+,120295,0.2
Nov 2024,PAK,241490000,SINDH,Jamshoro,current,2024-11-01,2025-03-31,1,270664,0.45
Nov 2024,PAK,241490000,SINDH,Jamshoro,current,2024-11-01,2025-03-31,2,210516,0.35
Nov 2024,PAK,241490000,SINDH,Jamshoro,current,2024-11-01,2025-03-31,3,90221,0.15
Nov 2024,PAK,241490000,SINDH,Jamshoro,current,2024-11-01,2025-03-31,4,30074,0.05
Nov 2024,PAK,241490000,SINDH,Jamshoro,current,2024-11-01,2025-03-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Jamshoro,first projection,2025-04-01,2025-07-31,all,601475,1.0
Nov 2024,PAK,241490000,SINDH,Jamshoro,first projection,2025-04-01,2025-07-31,3+,120295,0.2
Nov 2024,PAK,241490000,SINDH,Jamshoro,first projection,2025-04-01,2025-07-31,1,270664,0.45
Nov 2024,PAK,241490000,SINDH,Jamshoro,first projection,2025-04-01,2025-07-31,2,210516,0.35
Nov 2024,PAK,241490000,SINDH,Jamshoro,first projection,2025-04-01,2025-07-31,3,120295,0.2
Nov 2024,PAK,241490000,SINDH,Jamshoro,first projection,2025-04-01,2025-07-31,4,0,0
Nov 2024,PAK,241490000,SINDH,Jamshoro,first projection,2025-04-01,2025-07-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Sanghar,current,2024-11-01,2025-03-31,all,1713464,1.0
Nov 2024,PAK,241490000,SINDH,Sanghar,current,2024-11-01,2025-03-31,3+,342693,0.2
Nov 2024,PAK,241490000,SINDH,Sanghar,current,2024-11-01,2025-03-31,1,771059,0.45
Nov 2024,PAK,241490000,SINDH,Sanghar,current,2024-11-01,2025-03-31,2,599712,0.35
Nov 2024,PAK,241490000,SINDH,Sanghar,current,2024-11-01,2025-03-31,3,342693,0.2
Nov 2024,PAK,241490000,SINDH,Sanghar,current,2024-11-01,2025-03-31,4,0,0
Nov 2024,PAK,241490000,SINDH,Sanghar,current,2024-11-01,2025-03-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Sanghar,first projection,2025-04-01,2025-07-31,all,1713464,1.0
Nov 2024,PAK,241490000,SINDH,Sanghar,first projection,2025-04-01,2025-07-31,3+,342693,0.2
Nov 2024,PAK,241490000,SINDH,Sanghar,first projection,2025-04-01,2025-07-31,1,771059,0.45
Nov 2024,PAK,241490000,SINDH,Sanghar,first projection,2025-04-01,2025-07-31,2,599712,0.35
Nov 2024,PAK,241490000,SINDH,Sanghar,first projection,2025-04-01,2025-07-31,3,342693,0.2
Nov 2024,PAK,241490000,SINDH,Sanghar,first projection,2025-04-01,2025-07-31,4,0,0
Nov 2024,PAK,241490000,SINDH,Sanghar,first projection,2025-04-01,2025-07-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Umer Kot,current,2024-11-01,2025-03-31,all,913390,1.0
Nov 2024,PAK,241490000,SINDH,Umer Kot,current,2024-11-01,2025-03-31,3+,182678,0.2
Nov 2024,PAK,241490000,SINDH,Umer Kot,current,2024-11-01,2025-03-31,1,411026,0.45
Nov 2024,PAK,241490000,SINDH,Umer Kot,current,2024-11-01,2025-03-31,2,319687,0.35
Nov 2024,PAK,241490000,SINDH,Umer Kot,current,2024-11-01,2025-03-31,3,182678,0.2
Nov 2024,PAK,241490000,SINDH,Umer Kot,current,2024-11-01,2025-03-31,4,0,0
Nov 2024,PAK,241490000,SINDH,Umer Kot,current,2024-11-01,2025-03-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Umer Kot,first projection,2025-04-01,2025-07-31,all,913390,1.0
Nov 2024,PAK,241490000,SINDH,Umer Kot,first projection,2025-04-01,2025-07-31,3+,182678,0.2
Nov 2024,PAK,241490000,SINDH,Umer Kot,first projection,2025-04-01,2025-07-31,1,365356,0.4
Nov 2024,PAK,241490000,SINDH,Umer Kot,first projection,2025-04-01,2025-07-31,2,365356,0.4
Nov 2024,PAK,241490000,SINDH,Umer Kot,first projection,2025-04-01,2025-07-31,3,182678,0.2
Nov 2024,PAK,241490000,SINDH,Umer Kot,first projection,2025-04-01,2025-07-31,4,0,0
Nov 2024,PAK,241490000,SINDH,Umer Kot,first projection,2025-04-01,2025-07-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Thatta,current,2024-11-01,2025-03-31,all,904312,1.0
Nov 2024,PAK,241490000,SINDH,Thatta,current,2024-11-01,2025-03-31,3+,180863,0.2
Nov 2024,PAK,241490000,SINDH,Thatta,current,2024-11-01,2025-03-31,1,406940,0.45
Nov 2024,PAK,241490000,SINDH,Thatta,current,2024-11-01,2025-03-31,2,316509,0.35
Nov 2024,PAK,241490000,SINDH,Thatta,current,2024-11-01,2025-03-31,3,135647,0.15
Nov 2024,PAK,241490000,SINDH,Thatta,current,2024-11-01,2025-03-31,4,45216,0.05
Nov 2024,PAK,241490000,SINDH,Thatta,current,2024-11-01,2025-03-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Thatta,first projection,2025-04-01,2025-07-31,all,904312,1.0
Nov 2024,PAK,241490000,SINDH,Thatta,first projection,2025-04-01,2025-07-31,3+,180862,0.2
Nov 2024,PAK,241490000,SINDH,Thatta,first projection,2025-04-01,2025-07-31,1,406940,0.45
Nov 2024,PAK,241490000,SINDH,Thatta,first projection,2025-04-01,2025-07-31,2,316509,0.35
Nov 2024,PAK,241490000,SINDH,Thatta,first projection,2025-04-01,2025-07-31,3,180862,0.2
Nov 2024,PAK,241490000,SINDH,Thatta,first projection,2025-04-01,2025-07-31,4,0,0
Nov 2024,PAK,241490000,SINDH,Thatta,first projection,2025-04-01,2025-07-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Tharparkar,current,2024-11-01,2025-03-31,all,1654816,1.0
Nov 2024,PAK,241490000,SINDH,Tharparkar,current,2024-11-01,2025-03-31,3+,413704,0.25
Nov 2024,PAK,241490000,SINDH,Tharparkar,current,2024-11-01,2025-03-31,1,579186,0.35
Nov 2024,PAK,241490000,SINDH,Tharparkar,current,2024-11-01,2025-03-31,2,661926,0.4
Nov 2024,PAK,241490000,SINDH,Tharparkar,current,2024-11-01,2025-03-31,3,330963,0.2
Nov 2024,PAK,241490000,SINDH,Tharparkar,current,2024-11-01,2025-03-31,4,82741,0.05
Nov 2024,PAK,241490000,SINDH,Tharparkar,current,2024-11-01,2025-03-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Tharparkar,first projection,2025-04-01,2025-07-31,all,1654816,1.0
Nov 2024,PAK,241490000,SINDH,Tharparkar,first projection,2025-04-01,2025-07-31,3+,413704,0.25
Nov 2024,PAK,241490000,SINDH,Tharparkar,first projection,2025-04-01,2025-07-31,1,579186,0.35
Nov 2024,PAK,241490000,SINDH,Tharparkar,first projection,2025-04-01,2025-07-31,2,661926,0.4
Nov 2024,PAK,241490000,SINDH,Tharparkar,first projection,2025-04-01,2025-07-31,3,330963,0.2
Nov 2024,PAK,241490000,SINDH,Tharparkar,first projection,2025-04-01,2025-07-31,4,82741,0.05
Nov 2024,PAK,241490000,SINDH,Tharparkar,first projection,2025-04-01,2025-07-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Shaheed Benazir Abad,current,2024-11-01,2025-03-31,all,1268807,1.0
Nov 2024,PAK,241490000,SINDH,Shaheed Benazir Abad,current,2024-11-01,2025-03-31,3+,253761,0.2
Nov 2024,PAK,241490000,SINDH,Shaheed Benazir Abad,current,2024-11-01,2025-03-31,1,634404,0.5
Nov 2024,PAK,241490000,SINDH,Shaheed Benazir Abad,current,2024-11-01,2025-03-31,2,380642,0.3
Nov 2024,PAK,241490000,SINDH,Shaheed Benazir Abad,current,2024-11-01,2025-03-31,3,190321,0.15
Nov 2024,PAK,241490000,SINDH,Shaheed Benazir Abad,current,2024-11-01,2025-03-31,4,63440,0.05
Nov 2024,PAK,241490000,SINDH,Shaheed Benazir Abad,current,2024-11-01,2025-03-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Shaheed Benazir Abad,first projection,2025-04-01,2025-07-31,all,1268807,1.0
Nov 2024,PAK,241490000,SINDH,Shaheed Benazir Abad,first projection,2025-04-01,2025-07-31,3+,190321,0.15
Nov 2024,PAK,241490000,SINDH,Shaheed Benazir Abad,first projection,2025-04-01,2025-07-31,1,697844,0.55
Nov 2024,PAK,241490000,SINDH,Shaheed Benazir Abad,first projection,2025-04-01,2025-07-31,2,380642,0.3
Nov 2024,PAK,241490000,SINDH,Shaheed Benazir Abad,first projection,2025-04-01,2025-07-31,3,190321,0.15
Nov 2024,PAK,241490000,SINDH,Shaheed Benazir Abad,first projection,2025-04-01,2025-07-31,4,0,0
Nov 2024,PAK,241490000,SINDH,Shaheed Benazir Abad,first projection,2025-04-01,2025-07-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Qambar Shahdadkot,current,2024-11-01,2025-03-31,all,1120579,1.0
Nov 2024,PAK,241490000,SINDH,Qambar Shahdadkot,current,2024-11-01,2025-03-31,3+,224116,0.2
Nov 2024,PAK,241490000,SINDH,Qambar Shahdadkot,current,2024-11-01,2025-03-31,1,560290,0.5
Nov 2024,PAK,241490000,SINDH,Qambar Shahdadkot,current,2024-11-01,2025-03-31,2,336174,0.3
Nov 2024,PAK,241490000,SINDH,Qambar Shahdadkot,current,2024-11-01,2025-03-31,3,168087,0.15
Nov 2024,PAK,241490000,SINDH,Qambar Shahdadkot,current,2024-11-01,2025-03-31,4,56029,0.05
Nov 2024,PAK,241490000,SINDH,Qambar Shahdadkot,current,2024-11-01,2025-03-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Qambar Shahdadkot,first projection,2025-04-01,2025-07-31,all,1120579,1.0
Nov 2024,PAK,241490000,SINDH,Qambar Shahdadkot,first projection,2025-04-01,2025-07-31,3+,168087,0.15
Nov 2024,PAK,241490000,SINDH,Qambar Shahdadkot,first projection,2025-04-01,2025-07-31,1,560290,0.5
Nov 2024,PAK,241490000,SINDH,Qambar Shahdadkot,first projection,2025-04-01,2025-07-31,2,392203,0.35
Nov 2024,PAK,241490000,SINDH,Qambar Shahdadkot,first projection,2025-04-01,2025-07-31,3,168087,0.15
Nov 2024,PAK,241490000,SINDH,Qambar Shahdadkot,first projection,2025-04-01,2025-07-31,4,0,0
Nov 2024,PAK,241490000,SINDH,Qambar Shahdadkot,first projection,2025-04-01,2025-07-31,5,0,0
